KEY ÚNICA,Sistema,Char,Status,Worker,Status,Servidor,Mainchar:,Servidor do main:
82b9ed76-6f14-4b73-95ac-db23167127d476,aceitar,Lionsage,Concluido,Worker-Aur,Processado,Auroria,Leoncoelyonco,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d477,aceitar,Ektoptank,Concluido,Worker-Aur,Processado,Auroria,Green King,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d478,aceitar,Vivianne,Concluido,Worker-Aur,Processado,Auroria,Jiuseppe Edmundo,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d479,aceitar,Surfe na Paralise,Concluido,Worker-Aur,Processado,Auroria,Natan Catarina,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d480,aceitar,Crusho,Concluido,Worker-Aur,Processado,Auroria,Brn catarina,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d481,aceitar,Suvaqueiraa ardida,Concluido,Worker-Aur,Processado,Auroria,Trevaoo Supremo,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d482,aceitar,Bigode Panqmeuqueixo,Concluido,Worker-Aur,Processado,Auroria,Chapito de monk,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d483,aceitar,Joaozeras On Auroria,Concluido,Worker-Aur,Processado,Auroria,Chapito de monk,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d484,aceitar,Wilton Pereira Sampaio,Concluido,Worker-Aur,Processado,Auroria,Mage Wizard Sorcerer,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d485,aceitar,Coosco,Concluido,Worker-Aur,Processado,Auroria,Atropella,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d486,aceitar,Xis Murcilia,Concluido,Worker-Aur,Processado,Auroria,The Paperx,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d487,aceitar,Zathar Arcanos,Concluido,Worker-Aur,Processado,Auroria,Bolapehz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d488,aceitar,Zathar Arcanos,Concluido,Worker-Aur,Processado,Auroria,Bolapehz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d489,aceitar,Arial Seu Melhoramigo,Concluido,Worker-Aur,Processado,Auroria,Arial Pipipi,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d490,aceitar,Ronald Kingbruxo,Concluido,Worker-Auroria,Processado,Auroria,Ronald Fenomenal ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d491,aceitar,Pally Ranger,Concluido,Worker-Auroria,Processado,Auroria,Artrix,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d492,aceitar,Baridomeri Bomba Patch,Concluido,Worker-Auroria,Processado,Auroria,Bigas Prime,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d493,aceitar,Paladino crocodilo,Concluido,Worker-Auroria,Processado,Auroria,Lord Cabelim,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d494,aceitar,Thorgar Texasteam,Concluido,Worker-Auroria,Processado,Auroria,Almirante Shogun,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d495,invite,Thorgar Texasteam,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Mv.
82b9ed76-6f14-4b73-95ac-db23167127d496,aceitar,Treino em Aurora,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Purjm
82b9ed76-6f14-4b73-95ac-db23167127d497,invite,Lotarel,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Candelita
82b9ed76-6f14-4b73-95ac-db23167127d498,aceitar,Pedriin Ninguemtapuro,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Opzito
82b9ed76-6f14-4b73-95ac-db23167127d499,aceitar,Onlyxs,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Opzito
82b9ed76-6f14-4b73-95ac-db23167127d500,invite,Antei,Concluido,Worker-Auroria,Processado,Auroria,Seu Jhow,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d501,aceitar,Mago Supremo Auroria,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Gojer
82b9ed76-6f14-4b73-95ac-db23167127d502,aceitar,Kbomb Rpzin,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Kannabys
82b9ed76-6f14-4b73-95ac-db23167127d503,aceitar,Lauw Boeingsietetressiete,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Thor Mentha
82b9ed76-6f14-4b73-95ac-db23167127d504,aceitar,Feijaozeira,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Thor Mentha
82b9ed76-6f14-4b73-95ac-db23167127d505,aceitar,Byna,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Thor Mentha
82b9ed76-6f14-4b73-95ac-db23167127d506,aceitar,Joel el druid ,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Keviinhovz
82b9ed76-6f14-4b73-95ac-db23167127d507,aceitar,Maiiteziinhasz,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Kaiquerah
82b9ed76-6f14-4b73-95ac-db23167127d508,aceitar,Treino em Aurora,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Purjm
82b9ed76-6f14-4b73-95ac-db23167127d509,aceitar,Gamabunta,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Worlok
82b9ed76-6f14-4b73-95ac-db23167127d510,aceitar,Physic,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Kit warwin 
82b9ed76-6f14-4b73-95ac-db23167127d511,aceitar,Exu Tranca Rua Gamer,Concluido,Worker-Auroria,Processado,Auroria,Marleitinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d512,aceitar,Lipe Boladao,Concluido,Worker-Auroria,Processado,Auroria,Fredones,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d513,aceitar,Zico Holland,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Warfang
82b9ed76-6f14-4b73-95ac-db23167127d514,aceitar,Zwydeeq,Concluido,Worker-Auroria,Processado,Auroria,Gabas Trabalhador Honesto,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d516,aceitar,Capivarias De Terra,Concluido,Worker-Auroria,Processado,Auroria,Lady Cateline,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d517,aceitar,Xis Murcilia,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Khaster
82b9ed76-6f14-4b73-95ac-db23167127d518,aceitar,Braga Boss,Concluido,Worker-Auroria,Processado,Auroria,Auroria,Braga
82b9ed76-6f14-4b73-95ac-db23167127d519,aceitar,Ashoka Opressor,Concluido,Worker-Auroria,Processado,Auroria,Ashoka,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d520,aceitar,Rage of Brazera,Concluido,Worker-Auroria,Processado,Auroria,Bellum,Ghostshot
82b9ed76-6f14-4b73-95ac-db23167127d521,aceitar,Saureta Auroriano,Concluido,Worker-Auroria,Processado,Auroria,Saureta,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d522,aceitar,Draco kiuss ,Concluido,Worker-Auroria,Processado,Auroria,King airan,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d523,aceitar,Astraroth,Concluido,Worker-Auroria,Processado,Auroria,The Folshiz,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d524,aceitar,Exu Tranca Rua Gamer,Concluido,Worker-Auroria,Processado,Auroria,Mazao Auroria,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d525,aceitar,Lipe Boladao,Concluido,Worker-Auroria,Processado,Auroria,Marleitinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d526,aceitar,Zwydeeq,Concluido,Worker-Auroria,Processado,Auroria,Fredones,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d528,aceitar,Capivarias De Terra,Concluido,Worker-Auroria,Processado,Auroria,Igor Motivado ,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d529,aceitar,Ashoka Opressor,Concluido,Worker-Auroria,Processado,Auroria,The Folshiz,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d530,aceitar,Saureta Auroriano,Concluido,Worker-Auroria,Processado,Auroria,Saureta,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d531,aceitar,Surfe na Paralise ,Concluido,Worker-Auroria,Processado,Auroria,Vesperia,Natan Catarina
82b9ed76-6f14-4b73-95ac-db23167127d532,aceitar,Draco kiuss,Concluido,Worker-Auroria,Processado,Auroria,Saureta,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d533,aceitar,Astraroth,Concluido,Worker-Auroria,Processado,Auroria,Boca Loca,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d534,aceitar,Astraroth,Concluido,Worker-Auroria,Processado,Auroria,Mazao Auroria,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d535,aceitar,Astraroth,Concluido,Worker-Auroria,Processado,Auroria,The Folshiz,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d536,aceitar,Festadofind,Concluido,Worker-Auroria,Processado,Auroria,Errejota fjv,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d537,aceitar,Druid Nightshade,Concluido,Worker-Auroria,Processado,Auroria,Paly Bossudo,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d538,aceitar,Ppzerah,Concluido,Worker-Auroria,Processado,Auroria,Slash Traidor,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d539,aceitar,Pena Azull,Concluido,Worker-Auroria,Processado,Auroria,Ppborderlindo,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d540,aceitar,Mileninhasz,Concluido,Worker-Auroria,Processado,Auroria,Yapi Tadafilado,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d541,aceitar,Antei,Concluido,Worker-Auroria,Processado,Auroria,Elite Xandao,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d542,aceitar,Azragoth,Concluido,Worker-Auroria,Processado,Auroria,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d543,aceitar,Mszinho On Auroria,Concluido,Worker-Auroria,Processado,Auroria,Mszinho On Tenebriium,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d544,aceitar,Marina Peireira,Concluido,Worker-Auroria,Processado,Auroria,Giovannex,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d545,aceitar,Duidz/sniper star,Concluido,Worker-Auroria,Processado,Auroria,Darth netus,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d546,aceitar,Limbosoo,Concluido,Worker-Auroria,Processado,Auroria,Kavina warrior,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d547,aceitar,Otto Taem Todas,Concluido,Worker-Auroria,Processado,Auroria,Otto Lara,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d548,aceitar,Jony Superstar,Concluido,Worker-Auroria,Processado,Auroria,Archer Bueno,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d549,invite,Clarinho qsim,Concluido,Worker-Auroria,Processado,Auroria,Joaovisk motivado,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d550,aceitar,Zorkyz,Concluido,Worker-Auroria,Processado,Auroria,Zorkyz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d551,aceitar,Zorkyzin,Concluido,Worker-Auroria,Processado,Auroria,Zorkyz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d552,aceitar,Danzzk Auroria,Concluido,Worker-Auroria,Processado,Auroria,Danzzk,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d553,aceitar,Barista On Auroria,Concluido,Worker-Auroria,Processado,Auroria,Galonegro,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d554,aceitar,Black Olive,Concluido,Worker-Auroria,Processado,Auroria,Kit corno,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d555,invite,Serena do papai,Concluido,Worker-Auroria,Processado,Auroria,Enzo Shellpatrocina,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d556,invite,Thorgar Texasteam,Concluido,Worker-Auroria,Processado,Auroria,Almirante Shogun,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d557,invite,Thorgar Texasteam,Concluido,Worker-Auroria,Processado,Auroria,Almirante Shogun,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d558,invite,Thorgar Texasteam,Concluido,Worker-Auroria,Processado,Auroria,Almirante Shogun,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d559,invite,Bera On Auroriaum,Concluido,Worker-Auroria,Processado,Auroria,Bera Malvadao,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d560,invite,Quer Sio,Concluido,Worker-Auroria,Processado,Auroria,Bjorn Obliterator,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d561,invite,Hans Docuzinho,Concluido,Worker-Auroria,Processado,Auroria,Bombadao on Spectrum,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d562,invite,Hans Docuzinho,Concluido,Worker-Auroria,Processado,Auroria,Bombadao on Spectrum,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d563,invite,Azragoth,Concluido,Worker-Vesperia,Processado,Auroria,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d564,invite,Azragoth,Concluido,Worker-Auroria,Processado,Auroria,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d565,invite,Azragoth,Concluido,Worker-Auroria,Processado,Auroria,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d566,invite,Azragoth,Concluido,Worker-Auroria,Processado,Auroria,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d567,invite,Doctor Craziiy,Concluido,Worker-Auroria,Processado,Auroria,Doctor Craziiy,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d568,invite,Dones Cairo,Concluido,Worker-Auroria,Processado,Auroria,Drito Esponja,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d569,invite,Dones Cairo,Concluido,Worker-Auroria,Processado,Auroria,Drito Esponja,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d570,invite,Pingaah On Auroria,Concluido,Worker-Auroria,Processado,Auroria,El Pin Gah,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d571,invite,Japa On Grimera,Concluido,Worker-Auroria,Processado,Auroria,Filipi =Japa On Grimera,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d572,invite,Master Foyk,Concluido,Worker-Auroria,Processado,Auroria,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d573,invite,Master Foyk,Concluido,Worker-Auroria,Processado,Auroria,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d574,invite,Gambetta bombest,Concluido,Worker-Auroria,Processado,Auroria,Gambetta bombest,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d575,invite,Gambetta Bombest,Concluido,Worker-Auroria,Processado,Auroria,Gambetta Bombest,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d576,invite,Gambetta bombest,Concluido,Worker-Auroria,Processado,Auroria,Gambetta bombest,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d577,invite,Gambetta Bombest,Concluido,Worker-Auroria,Processado,Auroria,Gambetta Bombest,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d578,invite,Horok,Concluido,Worker-Auroria,Processado,Auroria,Horok,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d579,aceitar,Bolt de diamante,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d580,aceitar,Mage Cabuloso,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d581,aceitar,Arthorius Pendragon,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d582,aceitar,Belariou,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d583,aceitar,Kefra Returns,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d584,aceitar,Jacklink,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d585,aceitar,Hermoso Terro Rista,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d586,aceitar,Druida Lofty,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d587,aceitar,Felipe Belaria Go,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d588,aceitar,Alysson Myname Belaria,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d589,aceitar,Gelocosmico,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d590,aceitar,Neyzinho Junior,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d591,aceitar,Ikora Healwing,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d592,aceitar,Spectruum Patronuum,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d593,aceitar,Belarianuss,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d594,aceitar,Da Quebrada,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d595,aceitar,Rei das magia,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d596,aceitar,Dark Xoro,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d597,aceitar,Reinhard astria,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d598,aceitar,Scorpionking,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d599,aceitar,Xuxula,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d600,aceitar,Brunin trem bala,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1245,invite,Lodi,Concluido,Worker-Auroria,Processado,Auroria,Takakura Nonubi,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1419,invite,Vasqq,Concluido,Worker-Auroria,Processado,Auroria,Vasq,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d603,aceitar,Raono No Belaria,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d604,aceitar,Eo Os Druid Bebe,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d605,aceitar,Jhonny bravo Catarina,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d606,aceitar,Santtz paramax,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d607,aceitar,Eo Os Druid Bebe,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d608,aceitar,Maker Angola belaria,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d609,aceitar,Bagas Gel Agachano,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d610,aceitar,kronoson,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d611,aceitar,Belaria Void,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d612,aceitar,Eduu Dudu Tabigode,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d613,aceitar,Mobsbomba Belaria,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d614,aceitar,Eo Os Druid Bebe,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d615,aceitar,Saiyajin Belariano,Concluido,Worker-Belaria,Processado,Belaria,?,?
82b9ed76-6f14-4b73-95ac-db23167127d616,aceitar,Loc Dog,Concluido,Worker-Belaria,Processado,Belaria,Attax,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d617,aceitar,Max Shox ,Concluido,Worker-Belaria,Processado,Belaria,Dividro on Rubinot,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d618,aceitar,Belaria Void,Concluido,Worker-Belaria,Processado,Belaria,Void on Rubinot,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d619,aceitar,Programa do Ratinho,Concluido,Worker-Belaria,Processado,Belaria,Oppressed,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d620,aceitar,Toka terror five,Concluido,Worker-Belaria,Processado,Belaria,Toka terror,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d621,aceitar,Leowopwop,Concluido,Worker-Belaria,Processado,Belaria,Demonarkk,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d622,aceitar,Goytz,Concluido,Worker-Belaria,Processado,Belaria,Lipe Urbanpatrocina,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d623,aceitar,Xoli Dormama Udud,Concluido,Worker-Belaria,Processado,Belaria,Vorcaro Bancomaster,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d624,aceitar,Bagas Gel Agachano,Concluido,Worker-Belaria,Processado,Belaria,Er Rafazs,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1423,invite,Sir soulrender,Concluido,Worker-Auroria,Processado,Auroria,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d626,aceitar,Furyox,Concluido,Worker-Belaria,Processado,Belaria,Kyozix,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d627,aceitar,Mobsbomba Belaria,Concluido,Worker-Belaria,Processado,Belaria,Mobscene,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d628,aceitar,Make do Terror,Concluido,Worker-Belaria,Processado,Belaria,MAKERS PARA SER ACEITOS NOS SEGUINTES MUNDOS. - Google Planilhas,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1424,invite,Druida Mata Rindo,Concluido,Worker-Auroria,Processado,Auroria,Interrogante Cyrostore ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d630,aceitar,Lil Zang,Concluido,Worker-Belaria,Processado,Belaria,Matteo,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d631,aceitar,Pedronis On Belaria,Concluido,Worker-Belaria,Processado,Belaria,Pedronis Opressor,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d632,aceitar,Olenon Bozeiro,Concluido,Worker-Belaria,Processado,Belaria,Duvel Endless,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d633,aceitar,Beetrayed,Concluido,Worker-Belaria,Processado,Belaria,Gustavosk,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1425,invite,Paco Imports,Concluido,Worker-Auroria,Processado,Auroria,Recurso Especial,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d635,aceitar,Maior Nunca Dorme,Concluido,Worker-Belaria,Processado,Belaria,Lady Blum,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d636,aceitar,Pirraia Malucolouco,Concluido,Worker-Belaria,Processado,Belaria,Lambe Seda,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d637,aceitar,Nordeste Fez Amor,Concluido,Worker-Belaria,Processado,Belaria,Nordeste ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d638,aceitar,Takoai,Concluido,Worker-Belaria,Processado,Belaria,Takakura kin,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1427,invite,Druida Trembolado,Concluido,Worker-Auroria,Processado,Auroria,Pescotapa Trembolado,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d640,aceitar,Holyyzin Paralyzer,Concluido,Worker-Belaria,Processado,Belaria,Holyzera Destroyer,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d641,aceitar,Procuro Dominante,Concluido,Worker-Belaria,Processado,Belaria,Heyhugo,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d642,aceitar,Rios mage,Concluido,Worker-Belaria,Processado,Belaria,Choco/Token,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d643,aceitar,Royal Spear Torta ,Concluido,Worker-Belaria,Processado,Belaria,Lipe,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d644,aceitar,Player Toxica,Concluido,Worker-Belaria,Processado,Belaria,Dudz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d645,aceitar,Warlord Laharll,Concluido,Worker-Belaria,Processado,Belaria,Pedriin Returnsz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d646,aceitar,Will Soldador,Concluido,Worker-Belaria,Processado,Belaria,Jota Deathshot,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d647,aceitar,Cappuccino Assassin,Concluido,Worker-Belaria,Processado,Belaria,Dark Vil - Michel Maia,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d648,aceitar,Isakyn,Concluido,Worker-Belaria,Processado,Belaria,Radityz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d649,aceitar,ARTEMIS WINDSTRIKER,Concluido,Worker-Belaria,Processado,Belaria,MAKERS PARA SER ACEITOS NOS SEGUINTES MUNDOS. - Google Planilhas,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d650,aceitar,Master Kiiller,Concluido,Worker-Belaria,Processado,Belaria,MAKERS PARA SER ACEITOS NOS SEGUINTES MUNDOS. - Google Planilhas,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d651,aceitar,Maker darkside,Concluido,Worker-Belaria,Processado,Belaria,Rickzinn Darkside,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d652,aceitar,Kaetano,Concluido,Worker-Belaria,Processado,Belaria,Magrelinho Blackbelt,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d653,aceitar,Yumi Neverdie,Concluido,Worker-Belaria,Processado,Belaria,Monk Valhalla,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d654,aceitar,Stuart Costelinha,Concluido,Worker-Belaria,Processado,Belaria,Veiga Ttv,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1429,invite,Masacre Nina,Concluido,Worker-Auroria,Processado,Auroria,Magezyn,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d656,aceitar,Dropadora,Concluido,Worker-Belaria,Processado,Belaria,Rpzao do Rajadao,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d657,aceitar,Jow Al,Concluido,Worker-Belaria,Processado,Belaria,Ninik,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1458,invite,Casa Caiu Auroria,Concluido,Worker-Auroria,Processado,Auroria,Old Mitira,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1558,invite,Kadoshy Monke,Concluido,Worker-Auroria,Processado,Auroria,Kadoshy Original,Auroria
